No.,입고일,거래처,거래처명,품목군,품목코드,품목정보,구분,입고구분,매입구분,화폐,입고량,단가,금액,환율,환산금액,정산구분,정산수량,입고창고,입고전표번호,접수번호,DO번호,비고,사업장,최종수정자,최종수정일시,등록프로그램
568.0,20240122.0,3226.0,준테크(전 유신테크),SM-F721U,GH64-08899A,SM-F721U FRONT DECO MAIN NC ◈ (브릿지가공) ◈ (),정상,외주가공,국내,KRW,6143,930.0,5712990,1.0,5712990,정산완료,6143.0,경유창고,O1202401220039,PA202401220019,DO202401220047,,㈜삼광,품질공용,20240122134438.0,수입검사등록확인
569.0,20240122.0,3247.0,태산테크 주식회사,Mars,PCM-B525-00,MARS FRONT BODY 도장 ◈ (버핑(P/L LINE 사포) / SF 4COAT / 삼성 로고 인쇄) ◈ (Black),정상,외주가공,국내,KRW,5000,733.0,3665000,1.0,3665000,정산완료,5000.0,제품창고,O1202401220056,PA202401220022,DO202401220043,,㈜삼광,품질공용,20240122161953.0,수입검사등록확인
570.0,20240122.0,3247.0,태산테크 주식회사,Mars,PCM-B525-00,MARS FRONT BODY 도장 ◈ (버핑(P/L LINE 사포) / SF 4COAT / 삼성 로고 인쇄) ◈ (Black),정상,외주가공,국내,KRW,1400,733.0,1026200,1.0,1026200,정산완료,1400.0,제품창고,O1202401220054,PA202401220022,DO202401220042,,㈜삼광,품질공용,20240122161953.0,수입검사등록확인
571.0,20240122.0,3247.0,태산테크 주식회사,Mars,PCM-B525-00,MARS FRONT BODY 도장 ◈ (버핑(P/L LINE 사포) / SF 4COAT / 삼성 로고 인쇄) ◈ (Black),정상,외주가공,국내,KRW,2000,733.0,1466000,1.0,1466000,정산완료,2000.0,제품창고,O1202401220055,PA202401220022,DO202401220041,,㈜삼광,품질공용,20240122161953.0,수입검사등록확인
572.0,20240122.0,3247.0,태산테크 주식회사,Tab S6 Lite,PCB-B463-00,TAB S6 LITE REAR BODY 도장 ◈ (SF 3코팅) ◈ (GRAY),정상,외주가공,국내,KRW,2500,85.0,212500,1.0,212500,정산완료,2500.0,제품창고,O1202401220051,PA202401220025,DO202401220030,,㈜삼광,품질공용,20240122161953.0,수입검사등록확인
573.0,20240122.0,3247.0,태산테크 주식회사,Tab S6 Lite,PCB-B463-00,TAB S6 LITE REAR BODY 도장 ◈ (SF 3코팅) ◈ (GRAY),정상,외주가공,국내,KRW,5000,85.0,425000,1.0,425000,정산완료,5000.0,제품창고,O1202401220050,PA202401220025,DO202401220030,,㈜삼광,품질공용,20240122161953.0,수입검사등록확인
574.0,20240122.0,3247.0,태산테크 주식회사,Tab S6 Lite,PCB-B463-00,TAB S6 LITE REAR BODY 도장 ◈ (SF 3코팅) ◈ (GRAY),정상,외주가공,국내,KRW,7500,85.0,637500,1.0,637500,정산완료,7500.0,제품창고,O1202401220048,PA202401220025,DO202401220030,,㈜삼광,품질공용,20240122161953.0,수입검사등록확인
575.0,20240122.0,3247.0,태산테크 주식회사,Tab S6 Lite,PCB-B463-00,TAB S6 LITE REAR BODY 도장 ◈ (SF 3코팅) ◈ (GRAY),정상,외주가공,국내,KRW,5000,85.0,425000,1.0,425000,정산완료,5000.0,제품창고,O1202401220049,PA202401220025,DO202401220030,,㈜삼광,품질공용,20240122161953.0,수입검사등록확인
576.0,20240122.0,3247.0,태산테크 주식회사,Tab S6 Lite,PCM-B462-00,TAB S6 LITE FRONT BODY 레이저 ◈ (삼성로고 레이저) ◈ (GRAY),정상,외주가공,국내,KRW,400,614.0,245600,1.0,245600,정산완료,400.0,제품창고,O1202401220053,PA202401220023,DO202401220032,,㈜삼광,품질공용,20240122161953.0,수입검사등록확인
577.0,20240122.0,3247.0,태산테크 주식회사,Tab S6 Lite,PCM-B462-00,TAB S6 LITE FRONT BODY 레이저 ◈ (삼성로고 레이저) ◈ (GRAY),정상,외주가공,국내,KRW,6800,614.0,4175200,1.0,4175200,정산완료,6800.0,제품창고,O1202401220052,PA202401220023,DO202401220033,,㈜삼광,품질공용,20240122161953.0,수입검사등록확인
578.0,20240122.0,3247.0,태산테크 주식회사,Tab S6 Lite,PNO-A423-00,TAB S6 LITE KNOB 도장 ◈ (SF 3코팅) ◈ (GRAY),정상,외주가공,국내,KRW,10000,120.0,1200000,1.0,1200000,정산완료,10000.0,제품창고,O1202401220057,PA202401220024,DO202401220031,,㈜삼광,품질공용,20240122161953.0,수입검사등록확인
579.0,20240122.0,5367.0,모비텍,SM-F936U,GH61-17419A,SM-F936U CTC BRACKET URETHANE SHORT ◈ (GREEN) ◈ (GREEN),정상,외주가공,국내,KRW,20000,25.0,500000,1.0,500000,정산완료,20000.0,제품창고,O1202401220036,PA202401220008,DO202401220003,,㈜삼광,품질공용,20240122134435.0,수입검사등록확인
580.0,20240122.0,5367.0,모비텍,SM-F936U,GH61-17420A,SM-F936U CTC BRACKET URETHANE LONG ◈ (GREEN) ◈ (GREEN),정상,외주가공,국내,KRW,10000,26.0,260000,1.0,260000,정산완료,10000.0,제품창고,O1202401220037,PA202401220008,DO202401220002,,㈜삼광,품질공용,20240122134435.0,수입검사등록확인
581.0,20240122.0,5367.0,모비텍,SM-F936U,GH67-05390A,SM-F936U DAMPER 사출 ◈ (제품무게: 0.007G ( 1개당무게 ) / 런너무게 : 2.37 / 16 CAVITY) ◈ (BLACK),정상,외주가공,국내,KRW,10000,20.0,200000,1.0,200000,정산완료,10000.0,경유창고,O1202401220020,PA202401220007,DO202401220001,,㈜삼광,품질공용,20240122105524.0,수입검사등록확인
582.0,20240122.0,5367.0,모비텍,Tab S6 Lite,PCM-B462-00-S,TAB S6 LITE FRONT BODY 사출 ◈ (WP-1100/G34349 (PC ABS GF10%)) ◈ (GRAY),정상,외주가공,국내,KRW,10000,179.0,1790000,1.0,1790000,정산완료,10000.0,경유창고,O1202401220021,PA202401220006,DO202401220010,,㈜삼광,품질공용,20240122105524.0,수입검사등록확인
583.0,20240122.0,5367.0,모비텍,Tab S7,PCM-B474-00-S,TAB S7 FRONT BODY 사출 ◈ (WP1100 K2261) ◈ (Black),정상,외주가공,국내,KRW,3000,173.0,519000,1.0,519000,정산완료,3000.0,경유창고,O1202401220022,PA202401220006,DO202401220008,,㈜삼광,품질공용,20240122105525.0,수입검사등록확인
584.0,20240122.0,5367.0,모비텍,Tab S7,PCM-B474-00-S,TAB S7 FRONT BODY 사출 ◈ (WP1100 K2261) ◈ (Black),정상,외주가공,국내,KRW,1000,173.0,173000,1.0,173000,정산완료,1000.0,경유창고,O1202401220023,PA202401220006,DO202401220004,,㈜삼광,품질공용,20240122105525.0,수입검사등록확인
585.0,20240122.0,7273.0,신진테크원,E3,MCP-A322-00-B,E3 DECO 광 버핑  ◈ (광택/TOOL MARK 제거) ◈ (Dark Gray),정상,외주가공,국내,KRW,192930,30.0,5787900,1.0,5787900,정산완료,192930.0,경유창고,O1202401220025,PA202401220003,DO202401190040,,㈜삼광,품질공용,20240122105528.0,수입검사등록확인
586.0,20240122.0,7273.0,신진테크원,E3,MCP-A322-00-B,E3 DECO 광 버핑  ◈ (광택/TOOL MARK 제거) ◈ (Dark Gray),정상,외주가공,국내,KRW,15932,30.0,477960,1.0,477960,정산완료,15932.0,경유창고,O1202401220024,PA202401220003,DO202401190041,,㈜삼광,품질공용,20240122105528.0,수입검사등록확인
587.0,20240122.0,7362.0,주식회사 삼원테크(구미),SM-F721U,GH64-08899A-D,SM-F721U FRONT DECO MAIN 도장 ◈ (듀얼 3코팅 / 중부페인트) ◈ (),정상,외주가공,국내,KRW,3778,620.0,2342360,1.0,2342360,정산완료,3778.0,경유창고,O1202401220027,PA202401220005,DO202401220005,,㈜삼광,품질공용,20240122105543.0,수입검사등록확인
588.0,20240122.0,7362.0,주식회사 삼원테크(구미),SM-F721U,GH64-08900A-D,SM-F721U FRONT DECO SUB 도장 ◈ (듀얼 3코팅 / 중부페인트) ◈ (),정상,외주가공,국내,KRW,5453,620.0,3380860,1.0,3380860,정산완료,5453.0,경유창고,O1202401220028,PA202401220005,DO202401220007,,㈜삼광,품질공용,20240122105543.0,수입검사등록확인
589.0,20240122.0,7362.0,주식회사 삼원테크(구미),SM-F936U,GH64-08862A-D,SM-F936U FRONT DECO SUB 도장 ◈ (중부 듀얼 3COT) ◈ (BLACK),정상,외주가공,국내,KRW,4779,775.0,3703725,1.0,3703725,정산완료,4779.0,경유창고,O1202401220026,PA202401220005,DO202401220006,,㈜삼광,품질공용,20240122105543.0,수입검사등록확인
590.0,20240122.0,7531.0,진성텍,SM-F721U,GH64-08900A,SM-F721U FRONT DECO SUB NC  ◈ (브릿지가공) ◈ (),정상,외주가공,국내,KRW,1967,930.0,1829310,1.0,1829310,정산완료,1967.0,경유창고,O1202401220047,PA202401220021,DO202401220050,,㈜삼광,품질공용,20240122161946.0,수입검사등록확인
591.0,20240122.0,7531.0,진성텍,SM-F721U,GH64-08900A,SM-F721U FRONT DECO SUB NC  ◈ (브릿지가공) ◈ (),정상,외주가공,국내,KRW,1690,930.0,1571700,1.0,1571700,정산완료,1690.0,경유창고,O1202401220046,PA202401220021,DO202401220049,,㈜삼광,품질공용,20240122161946.0,수입검사등록확인
592.0,20240122.0,7531.0,진성텍,SM-F936U,GH64-08861A-N1,SM-F936U FRONT DECO MAIN NC ◈ (브릿지 컷팅) ◈ (BLACK),정상,외주가공,국내,KRW,2353,1085.0,2553005,1.0,2553005,정산완료,2353.0,경유창고,O1202401220040,PA202401220015,DO202401220028,,㈜삼광,품질공용,20240122134443.0,수입검사등록확인
593.0,20240122.0,7531.0,진성텍,SM-F936U,GH64-08862A-N,SM-F936U FRONT DECO SUB NC ◈ (브릿지 컷팅) ◈ (BLACK),정상,외주가공,국내,KRW,2836,880.0,2495680,1.0,2495680,정산완료,2836.0,경유창고,O1202401220045,PA202401220021,DO202401220048,,㈜삼광,품질공용,20240122161946.0,수입검사등록확인
594.0,20240122.0,,Sub Total,,,,,,,,673917,0.0,122976547,0.0,122976547,미정산,0.0,,,,,,,,,
595.0,20240123.0,1027.0,태령기업,TAB S9 FE,PCB-B683-02,TAB S9 FE REAR BODY 도장 ◈ (UT 3COAT) ◈ (GRAY),정상,외주가공,국내,KRW,15000,112.0,1680000,1.0,1680000,정산완료,15000.0,제품창고,O1202401230015,PA202401230006,DO202401220054,,㈜삼광,품질공용,20240123110043.0,수입검사등록확인
596.0,20240123.0,1027.0,태령기업,TAB S9 FE,PCB-B683-03,TAB S9 FE REAR BODY 도장 ◈ (UT 3COAT) ◈ (LIGHT GREEN),정상,외주가공,국내,KRW,5000,112.0,560000,1.0,560000,정산완료,5000.0,제품창고,O1202401230016,PA202401230006,DO202401220057,,㈜삼광,품질공용,20240123110043.0,수입검사등록확인
597.0,20240123.0,1027.0,태령기업,TAB S9 FE,PCM-B682-02,TAB S9 FE FRONT BODY 레이저 ◈ (삼성 로고 레이저) ◈ (GRAY),정상,외주가공,국내,KRW,10200,775.0,7905000,1.0,7905000,정산완료,10200.0,제품창고,O1202401230017,PA202401230006,DO202401220053,,㈜삼광,품질공용,20240123110043.0,수입검사등록확인
598.0,20240123.0,1027.0,태령기업,TAB S9 FE,PCM-B682-03,TAB S9 FE FRONT BODY 인쇄 ◈ (하도 인쇄) ◈ (LIGHT GREEN),정상,외주가공,국내,KRW,5400,835.0,4509000,1.0,4509000,정산완료,5400.0,제품창고,O1202401230018,PA202401230006,DO202401220056,,㈜삼광,품질공용,20240123110043.0,수입검사등록확인
599.0,20240123.0,1027.0,태령기업,TAB S9 FE ,PNO-A509-02,TAB S9 FE KNOB 도장 ◈ (UT 3COAT) ◈ (GRAY),정상,외주가공,국내,KRW,15000,130.0,1950000,1.0,1950000,정산완료,15000.0,제품창고,O1202401230019,PA202401230006,DO202401220055,,㈜삼광,품질공용,20240123110043.0,수입검사등록확인
600.0,20240123.0,1027.0,태령기업,TAB S9 FE ,PNO-A509-03,TAB S9 FE KNOB 도장 ◈ (UT 3COAT) ◈ (LIGHT GREEN),정상,외주가공,국내,KRW,5000,130.0,650000,1.0,650000,정산완료,5000.0,제품창고,O1202401230020,PA202401230006,DO202401220058,,㈜삼광,품질공용,20240123110043.0,수입검사등록확인
601.0,20240123.0,3033.0,(주)삼원테크,E3,MCP-A322-00-N1,E3 DECO CNC #1 ◈ (기준 면삭 및 기준홀 가공) ◈ (Dark Gray),정상,외주가공,국내,KRW,31360,15.0,470400,1.0,470400,정산완료,31360.0,경유창고,O1202401230029,PA202401230024,DO202401230028,삼광윈테크 직납,㈜삼광,품질공용,20240123145313.0,수입검사등록확인
602.0,20240123.0,3033.0,(주)삼원테크,SM-F711U,GH63-19986A,SM-F711U COVER PROTECT JELLY CASE ◈ (GATE CUTTING) ◈ (CLEAR),정상,외주가공,국내,KRW,6000,698.0,4188000,1.0,4188000,정산완료,6000.0,제품창고,O1202401230007,PA202401230010,DO202401180039,,㈜삼광,품질공용,20240123110003.0,수입검사등록확인
603.0,20240123.0,3033.0,(주)삼원테크,SM-F711U,GH63-19986A,SM-F711U COVER PROTECT JELLY CASE ◈ (GATE CUTTING) ◈ (CLEAR),정상,외주가공,국내,KRW,6000,698.0,4188000,1.0,4188000,정산완료,6000.0,제품창고,O1202401230006,PA202401230010,DO202401190042,,㈜삼광,품질공용,20240123110003.0,수입검사등록확인
604.0,20240123.0,3033.0,(주)삼원테크,SM-F721U,GH64-08899A-S,SM-F721U FRONT DECO MAIN 사출 ◈ (제품:0.68G(2CAV) / 런너:3.64G) ◈ (),정상,외주가공,국내,KRW,3960,133.0,526680,1.0,526680,정산완료,3960.0,경유창고,O1202401230022,PA202401230021,DO202401230023,구미 삼원테크,㈜삼광,최석주,20240123140354.0,외주접수등록
605.0,20240123.0,3033.0,(주)삼원테크,SM-F721U,GH64-08899A-S,SM-F721U FRONT DECO MAIN 사출 ◈ (제품:0.68G(2CAV) / 런너:3.64G) ◈ (),정상,외주가공,국내,KRW,3960,133.0,526680,1.0,526680,정산완료,3960.0,경유창고,O1202401230022,PA202401230021,DO202401230024,구미 삼원테크,㈜삼광,최석주,20240123140354.0,외주접수등록
606.0,20240123.0,3033.0,(주)삼원테크,SM-F721U,GH64-08900A-S,SM-F721U FRONT DECO SUB 사출 ◈ (제품:0.69G(2CAV) / 런너:3.66G) ◈ (),정상,외주가공,국내,KRW,4680,133.0,622440,1.0,622440,정산완료,4680.0,경유창고,O1202401230023,PA202401230022,DO202401230026,구미 삼원테크,㈜삼광,최석주,20240123140426.0,외주접수등록
607.0,20240123.0,3033.0,(주)삼원테크,SM-F721U,GH64-08900A-S,SM-F721U FRONT DECO SUB 사출 ◈ (제품:0.69G(2CAV) / 런너:3.66G) ◈ (),정상,외주가공,국내,KRW,4320,133.0,574560,1.0,574560,정산완료,4320.0,경유창고,O1202401230023,PA202401230022,DO202401230025,구미 삼원테크,㈜삼광,최석주,20240123140426.0,외주접수등록
608.0,20240123.0,3033.0,(주)삼원테크,SM-F926U,GH63-19946A,SM-F926U JELLY CASE ◈ () ◈ (),정상,외주가공,국내,KRW,1000,870.0,870000,1.0,870000,정산완료,1000.0,제품창고,O1202401230005,PA202401230009,DO202401230001,,㈜삼광,품질공용,20240123110003.0,수입검사등록확인
609.0,20240123.0,3033.0,(주)삼원테크,Tab S6 Lite,PCB-B463-00-Z,TAB S6 LITE REAR BODY 가공 ◈ (GATE CUTTING) ◈ (GRAY),정상,외주가공,국내,KRW,10000,32.0,320000,1.0,320000,정산완료,10000.0,경유창고,O1202401230030,PA202401230025,DO202401230017,,㈜삼광,품질공용,20240123145313.0,수입검사등록확인
610.0,20240123.0,3033.0,(주)삼원테크,Tab S6 Lite,PNO-A423-00-Z,TAB S6 LITE KNOB 가공 ◈ (GATE CUTTING) ◈ (GRAY),정상,외주가공,국내,KRW,10000,71.0,710000,1.0,710000,정산완료,10000.0,경유창고,O1202401230033,PA202401230025,DO202401230018,,㈜삼광,품질공용,20240123145314.0,수입검사등록확인
611.0,20240123.0,3033.0,(주)삼원테크,Tab S7,PNO-A425-00-Z,TAB S7 KNOB 가공 ◈ (GATE CUTTING) ◈ (Black),정상,외주가공,국내,KRW,8000,56.0,448000,1.0,448000,정산완료,8000.0,경유창고,O1202401230034,PA202401230023,DO202401230027,태령직납,㈜삼광,품질공용,20240123145314.0,수입검사등록확인
612.0,20240123.0,3033.0,(주)삼원테크,TAB S9,PCB-B683-00-Z,TAB S9 REAR BODY 가공 ◈ (GATE CUTTING) ◈ (BLACK),정상,외주가공,국내,KRW,10000,35.0,350000,1.0,350000,정산완료,10000.0,경유창고,O1202401230031,PA202401230017,DO202401230019,태령직납,㈜삼광,품질공용,20240123145314.0,수입검사등록확인
613.0,20240123.0,3033.0,(주)삼원테크,TAB S9,PNO-A509-00-Z,TAB S9 KNOB 가공 ◈ (GATE CUTTING) ◈ (BLACK),정상,외주가공,국내,KRW,10000,63.0,630000,1.0,630000,정산완료,10000.0,경유창고,O1202401230035,PA202401230019,DO202401230021,태령직납,㈜삼광,품질공용,20240123145314.0,수입검사등록확인
614.0,20240123.0,3033.0,(주)삼원테크,TAB S9 FE,PCB-B683-02-Z,TAB S9 FE REAR BODY 가공 ◈ (GATE CUTTING) ◈ (GRAY),정상,외주가공,국내,KRW,15000,37.0,555000,1.0,555000,정산완료,15000.0,경유창고,O1202401230032,PA202401230018,DO202401230020,태령직납,㈜삼광,품질공용,20240123145314.0,수입검사등록확인
615.0,20240123.0,3033.0,(주)삼원테크,TAB S9 FE,PNO-A509-02-Z,TAB S9 FE KNOB 가공 ◈ (GATE CUTTING) ◈ (GRAY),정상,외주가공,국내,KRW,15000,65.0,975000,1.0,975000,정산완료,15000.0,경유창고,O1202401230036,PA202401230020,DO202401230022,태령직납,㈜삼광,품질공용,20240123145314.0,수입검사등록확인
616.0,20240123.0,3088.0,(주)삼광윈테크,E3,MCP-A322-00,E3 DECO CNC #3 ◈ (배면형상가공/타발) ◈ (Dark Gray),정상,외주가공,국내,KRW,40000,397.0,15880000,1.0,15880000,정산완료,40000.0,제품창고,O1202401230003,PA202401230005,DO202401220061,,㈜삼광,품질공용,20240123105959.0,수입검사등록확인
617.0,20240123.0,3088.0,(주)삼광윈테크,E3,MCP-A322-00-N2,E3 DECO CNC #2 ◈ (전면 형상가공 ) ◈ (Dark Gray),정상,외주가공,국내,KRW,79912,174.0,13904688,1.0,13904688,정산완료,79912.0,경유창고,O1202401230027,PA202401230016,DO202401230011,신진 #2차 <알루코>,㈜삼광,품질공용,20240123145307.0,수입검사등록확인
618.0,20240123.0,3088.0,(주)삼광윈테크,E3,MCP-A322-01,E3 DECO CNC #3 ◈ (배면형상가공/타발) ◈ (Light Gray),정상,외주가공,국내,KRW,20000,397.0,7940000,1.0,7940000,정산완료,20000.0,제품창고,O1202401230004,PA202401230005,DO202401220062,,㈜삼광,품질공용,20240123105959.0,수입검사등록확인
619.0,20240123.0,3088.0,(주)삼광윈테크,Mars,PCM-B525-00-N,"MARS FRONT BODY CNC ◈ (GATE, KNOB HOLE) ◈ (Black)",정상,외주가공,국내,KRW,4192,303.0,1270176,1.0,1270176,정산완료,4192.0,경유창고,O1202401230028,PA202401230016,DO202401230010,01/22 태산,㈜삼광,품질공용,20240123145307.0,수입검사등록확인
620.0,20240123.0,3088.0,(주)삼광윈테크,SM-F721U,GH64-08900A-N,SM-F721U FRONT DECO SUB NC  ◈ (전면DAMPER 가공 2POINT) ◈ (BLACK),정상,외주가공,국내,KRW,3965,800.0,3172000,1.0,3172000,정산완료,3965.0,경유창고,O1202401230026,PA202401230026,DO202401230016,,㈜삼광,품질공용,20240123145307.0,수입검사등록확인
621.0,20240123.0,3088.0,(주)삼광윈테크,SM-F721U,GH64-08900A-N,SM-F721U FRONT DECO SUB NC  ◈ (전면DAMPER 가공 2POINT) ◈ (BLACK),정상,외주가공,국내,KRW,1435,800.0,1148000,1.0,1148000,정산완료,1435.0,경유창고,O1202401230002,PA202401230001,DO202401220059,,㈜삼광,품질공용,20240123105959.0,수입검사등록확인
622.0,20240123.0,3088.0,(주)삼광윈테크,SM-F936U,GH64-08861A,SM-F936U FRONT DECO MAIN NC ◈ (배면: GATE 가공 8POINT + 형상가공 1POINT/ 전면: DAMPER 가공 2P) ◈ (BLACK),정상,외주가공,국내,KRW,929,1220.0,1133380,1.0,1133380,정산완료,929.0,경유창고,O1202401230024,PA202401230026,DO202401230015,,㈜삼광,품질공용,20240123145307.0,수입검사등록확인
623.0,20240123.0,3088.0,(주)삼광윈테크,SM-F936U,GH64-08861A,SM-F936U FRONT DECO MAIN NC ◈ (배면: GATE 가공 8POINT + 형상가공 1POINT/ 전면: DAMPER 가공 2P) ◈ (BLACK),정상,외주가공,국내,KRW,684,1220.0,834480,1.0,834480,정산완료,684.0,경유창고,O1202401230001,PA202401230001,DO202401220060,,㈜삼광,품질공용,20240123105956.0,수입검사등록확인
624.0,20240123.0,3088.0,(주)삼광윈테크,SM-F936U,GH64-08861A-N,SM-F936U FRONT DECO MAIN NC ◈ (전면: DAMPER 가공 2P) ◈ (BLACK),정상,외주가공,국내,KRW,2160,975.0,2106000,1.0,2106000,정산완료,2160.0,경유창고,O1202401230025,PA202401230026,DO202401230014,,㈜삼광,품질공용,20240123145307.0,수입검사등록확인
625.0,20240123.0,5367.0,모비텍,Tab S6 Lite,PCM-B462-00-S,TAB S6 LITE FRONT BODY 사출 ◈ (WP-1100/G34349 (PC ABS GF10%)) ◈ (GRAY),정상,외주가공,국내,KRW,20000,179.0,3580000,1.0,3580000,정산완료,20000.0,경유창고,O1202401230008,PA202401230008,DO202401230002,,㈜삼광,품질공용,20240123110033.0,수입검사등록확인
626.0,20240123.0,5367.0,모비텍,Tab S6 Lite,PCM-B462-00-S,TAB S6 LITE FRONT BODY 사출 ◈ (WP-1100/G34349 (PC ABS GF10%)) ◈ (GRAY),정상,외주가공,국내,KRW,10000,179.0,1790000,1.0,1790000,정산완료,10000.0,경유창고,O1202401230009,PA202401230008,DO202401230003,,㈜삼광,품질공용,20240123110033.0,수입검사등록확인
627.0,20240123.0,5367.0,모비텍,Tab S7,PCM-B474-00-S,TAB S7 FRONT BODY 사출 ◈ (WP1100 K2261) ◈ (Black),정상,외주가공,국내,KRW,4000,173.0,692000,1.0,692000,정산완료,4000.0,경유창고,O1202401230010,PA202401230008,DO202401230004,,㈜삼광,품질공용,20240123110033.0,수입검사등록확인
